date,description,amount,category,id,is_resolved
2024-07-09,Charity,-403.42,Other,f03023fd-c046-41ca-af51-e767cd8ca522,False
2024-07-09,Restaurant Bill,-994.1,Food,b0741f9f-df67-48dd-aa3b-8f0585ddc7a1,False
2024-07-09,Movie Tickets,-1351.34,Entertainment,2a79409d-2e4f-4699-ae26-0b3bd7a6f15b,False
2024-07-09,Freelance Project,21410.43,Income,4db3eb20-9a52-475e-9eec-1b7650375688,False
2024-07-09,Refund,9189.54,Income,f605236d-be21-4cd3-a503-13f2c8ea7652,False
2024-07-10,Mobile Recharge,-3094.93,Utilities,a8eec7b2-775a-4146-8baa-e6b5283711cd,False
2024-07-10,Health Insurance,-1234.41,Healthcare,b518ec0f-a8da-49f2-abb2-7352aed8f96e,False
2024-07-10,Charity,-2734.32,Other,ca02d5c6-ba4f-4f46-b993-65908654eccc,False
2024-07-10,Mobile Recharge,-3560.51,Utilities,7da78a3b-88f6-4dd6-bb1c-a8dffbc3d259,False
2024-07-10,Freelance Project,24406.5,Income,c1d9372f-1916-439b-8c6d-c8bc21f7e7aa,False
2024-07-11,Grocery Store,-538.67,Food,f3744252-44f4-4c84-94ae-2035deeb77f1,False
2024-07-11,Loan Repayment,-1852.86,Other,38a82f78-0935-4c74-9d5d-a4b45cf6c07c,False
2024-07-11,Electricity Bill,-2333.77,Utilities,2111daf6-660c-42b6-96d8-96456d92a9b1,False
2024-07-11,Random Purchase,-1474.72,Other,ba0549e6-9eb0-4c69-ad4e-80ad48f540a3,False
2024-07-11,Restaurant Bill,-3051.64,Food,681c3683-e85e-403a-9d44-2406206ddb1a,False
2024-07-11,Random Purchase,-4304.58,Other,905d41f4-1476-4057-88d6-fa13422d6950,False
2024-07-11,Pizza Hut,-973.78,Food,d6d1d95e-59c7-4238-a32c-b2d6581e7c1e,False
2024-07-12,Gym Membership,-1058.43,Healthcare,d8b4a9b6-3eaf-4906-b02a-d8ce8d62cbbb,False
2024-07-12,Stationery,-2212.49,Education,522b019e-8405-40ac-8bfa-63d6727b02d6,False
2024-07-12,Myntra Sale,-1766.19,Shopping,06b88917-a960-44b7-8a61-dee55c6e3608,False
2024-07-12,Lab Tests,-2983.03,Healthcare,65943654-1e1c-47f3-adb1-c71bd1325bf4,False
2024-07-12,Restaurant Bill,-2390.77,Food,ccfd282c-bf29-41bc-975f-eaef5d8d3c38,False
2024-07-12,Udemy Course,-4033.35,Education,7aa901ae-37c1-4e02-b1fd-db3721dcd63a,False
2024-07-12,Water Bill,-3892.51,Utilities,486e9db0-fb7d-468c-895e-5f42f5d97b05,False
2024-07-12,Clothing Mall,-1850.42,Shopping,82e2447f-2dc8-436e-8432-f3a36319adb8,False
2024-07-12,Mobile Recharge,-3149.63,Utilities,d0a91442-2d9c-4088-ba77-44207bf7d5b1,False
2024-07-13,Health Insurance,-1653.62,Healthcare,116075a4-380c-4da1-887e-69f6f582deab,False
2024-07-13,Restaurant Bill,-3020.57,Food,61e5b0bf-f86e-417b-a6a3-d82dd444c6b2,False
2024-07-13,Pharmacy,-2824.21,Healthcare,e59536d8-c863-4f2e-a84a-e7e6841b5c9b,False
2024-07-13,Internet Plan,-3623.38,Utilities,38f55c4a-5c22-4fdb-9bf9-b0ce4eb70673,False
2024-07-13,Workshop Fee,-4922.79,Education,4be61c50-9a0b-40da-a066-96541f70b319,False
2024-07-13,Petrol Pump,-757.11,Transportation,a855b76c-7c74-429c-9138-697f965e60f0,False
2024-07-13,Concert Pass,-471.22,Entertainment,3ef42349-fa76-4340-b6d1-ddedaaa61057,False
2024-07-13,Electronics Store,-1802.89,Shopping,a2557b30-8f75-4945-b87b-8bd560ffcb53,False
2024-07-13,Bus Fare,-4333.04,Transportation,8efc4a02-3e5e-43da-ad42-01af1d6f9926,False
2024-07-13,Service Charge,-381.27,Other,f37468a4-ab20-49b1-b795-bb738a96ea60,False
2024-07-14,Refund,25447.7,Income,f4f6c27d-1c9c-4c74-bdd6-f3964d0fa1bf,False
2024-07-14,Clothing Mall,-4504.94,Shopping,f9570524-36b8-4c78-a308-fbc0fc96a588,False
2024-07-14,Electricity Bill,-3621.67,Utilities,225224b3-acc0-426f-9b21-e68a279d2055,False
2024-07-14,Electricity Bill,-1033.18,Utilities,95ef1edf-069f-4741-9fc6-95fd70ecac8e,False
2024-07-15,College Fees,-3877.64,Education,503bc171-a87f-41e1-8a26-8f7007b5496b,False
2024-07-15,Health Insurance,-3515.28,Healthcare,844550c0-64f5-4ad7-ac2a-e0b415cf3445,False
2024-07-15,Stationery,-3930.41,Education,aef720ef-9ec2-467f-bd00-39db501e8180,False
2024-07-15,Clothing Mall,-3092.7,Shopping,159a3a10-6abc-471a-a65a-8f3e921e8c41,False
2024-07-15,Amazon Order,-920.95,Shopping,dd7bc44e-c5d7-4baa-82a7-7c37d574c9ee,False
2024-07-15,Service Charge,-510.42,Other,deeb8209-f7a1-4179-96f9-30c47743aba3,False
2024-07-15,Petrol Pump,-418.85,Transportation,6f7982eb-e66c-4288-8aef-6127afa530a6,False
2024-07-15,Random Purchase,-1758.04,Other,eedc8790-8026-4240-8007-3bd7db469f79,False
2024-07-16,Grocery Store,-3496.48,Food,f9fd0878-ff27-4e60-81f9-9178b2f8038c,False
2024-07-16,Video Game,-759.07,Entertainment,ffc3c9fe-4756-4dd5-a55d-8378936fa514,False
2024-07-16,College Fees,-4148.35,Education,364b6e1e-5845-4c56-a857-35a750df98af,False
2024-07-16,Miscellaneous,-1272.34,Other,ac3dff48-51fe-4d9b-9db8-4e9f8352e175,False
2024-07-16,Water Bill,-261.52,Utilities,4ea49e30-81a1-4064-a65d-358af28dda89,False
2024-07-16,Gym Membership,-144.11,Healthcare,59fc4ba2-c79b-41cb-b491-2754df302ab9,False
2024-07-16,Flipkart Purchase,-2855.57,Shopping,54911dd8-8666-4000-b39d-6e7cee803b95,False
2024-07-16,Amazon Order,-2977.82,Shopping,2273869d-cd29-4cc0-b80b-c7bb668a8e93,False
2024-07-16,Water Bill,-4788.44,Utilities,580f9f2e-3df6-4a53-a053-1b3245bdf444,False
2024-07-17,Stationery,-760.63,Education,5170d9fa-d24b-4a87-ab9b-85c7abb396f2,False
2024-07-17,Electricity Bill,-2261.87,Utilities,00f611c8-6d40-4b61-a7a3-e92f321fc7d9,False
2024-07-17,Bus Fare,-4220.64,Transportation,ebc5746c-f5be-4afd-b758-81e1955c6b71,False
2024-07-17,Netflix Subscription,-235.53,Entertainment,a73cc75c-5930-4a2e-b38a-aaa8c9c11802,False
2024-07-17,Flipkart Purchase,-1852.73,Shopping,396d8280-89fb-4659-a97f-05b9b03970a3,False
2024-07-17,Gas Cylinder,-1104.39,Utilities,c48888ae-c9ca-4944-b7bd-8a9587060297,False
2024-07-17,Pizza Hut,-263.26,Food,4176512c-02e2-4eb1-a2de-d9cd2a5c72ad,False
2024-07-17,Electricity Bill,-3768.94,Utilities,37b38635-1da5-4d08-ab02-d68b11097aa2,False
2024-07-18,Clothing Mall,-1541.56,Shopping,ce665e52-5475-4f7e-b9ff-a2360df7601d,False
2024-07-18,Netflix Subscription,-795.52,Entertainment,235b905a-52fa-442e-9e69-c1d8c3accf4a,False
2024-07-18,Pizza Hut,-1903.72,Food,18df15ee-c0b1-48df-a8b8-669b407812ed,False
2024-07-18,Loan Repayment,-1762.2,Other,a4c6644e-3fde-44a4-adb0-19a744d63767,False
2024-07-18,Stationery,-3327.9,Education,75c8f819-1711-4499-abd0-279a7681fcbf,False
2024-07-18,Udemy Course,-3072.99,Education,a84fb759-9386-421f-833b-657ade9a42e4,False
2024-07-18,Clothing Mall,-3304.48,Shopping,5177f0d5-2808-45c9-9be3-b81f3c615bf0,False
2024-07-18,Charity,-566.2,Other,6b8b2271-d152-4188-9274-615346c05bb6,False
2024-07-18,Loan Repayment,-1759.47,Other,ed7ee326-719f-4ffc-8b07-21d9ba65a609,False
2024-07-19,Health Insurance,-3108.63,Healthcare,b2fbdcb5-4dfa-4a28-8ebe-aa5f12294065,False
2024-07-19,Freelance Project,7267.43,Income,6dab1809-c39a-48b6-bc50-d1eb3e67b5e0,False
2024-07-19,Charity,-355.77,Other,12cbc902-e7bc-436c-9fca-d374b548f2c4,False
2024-07-19,Gift,17124.18,Income,93cc31d1-6d39-4ee4-8465-fe76aa0b6856,False
2024-07-19,Movie Tickets,-2750.93,Entertainment,9cfe594f-0f0d-40f6-99ea-53a73522a142,False
2024-07-19,Udemy Course,-4406.25,Education,9e626c58-b10d-44f5-8190-a839be525b8c,False
2024-07-19,Loan Repayment,-3733.01,Other,2bcc482b-1004-4b53-ac98-10632a766e2b,False
2024-07-20,Flipkart Purchase,-1140.62,Shopping,cab8f310-c3af-4b16-94d6-939de895f0f9,False
2024-07-20,Charity,-2876.16,Other,57db0e95-faf7-493d-9f9b-1baf3131592e,False
2024-07-20,Water Bill,-2252.22,Utilities,bdff3001-783c-4d9b-b642-e5901c14af9e,False
2024-07-20,Uber Ride,-4361.26,Transportation,8dee596c-1f79-46ee-8166-7f251ee4e0c6,False
2024-07-20,Car Maintenance,-349.02,Transportation,35700a87-3252-44b5-98c1-fa4c43bc665d,False
2024-07-20,Lab Tests,-4229.57,Healthcare,04596c46-b820-4b7f-9ffa-7248fbd95ca2,False
2024-07-21,Mobile Recharge,-2568.79,Utilities,d0f599e8-ebba-4909-bc46-17f35c44de95,False
2024-07-21,Train Ticket,-4063.78,Transportation,8ffb55fa-79cb-4ca4-9a5b-bc38cddaefdc,False
2024-07-21,Doctor Consultation,-4537.88,Healthcare,680cd87e-3ec8-4078-9818-6e012f507eaa,False
2024-07-21,Cafe Coffee Day,-3598.12,Food,79396f1a-a450-406c-8f94-fdf1eb1e1663,False
2024-07-21,Gift,34053.58,Income,6e8b206f-10b1-49b9-8541-6a177b8c2a5f,False
2024-07-21,Netflix Subscription,-846.2,Entertainment,e7fa4f8b-57af-4b16-8154-7ada38c34110,False
2024-07-22,Myntra Sale,-2918.49,Shopping,7d290335-1f4c-45ca-8e9f-ea0ecf8fecf2,False
2024-07-22,Cafe Coffee Day,-4237.63,Food,48b28509-bf91-4a0a-af13-ea49862e692b,False
2024-07-22,College Fees,-2178.28,Education,571e9395-99f7-48c7-bc9d-433e45414752,False
2024-07-22,Cafe Coffee Day,-1254.47,Food,9d7a166f-940f-49c7-b52f-b0064a013835,False
2024-07-22,Salary,25965.37,Income,b50fcd2a-41b5-4f57-9e26-a672265b7d0e,False
2024-07-22,Stationery,-4932.92,Education,08fbc4a6-fe45-4fe4-8f65-0cd71bbb2a95,False
2024-07-22,Movie Tickets,-4384.0,Entertainment,b642cfe9-d1ce-4535-8b3e-ce7ef5065806,False
2024-07-22,Restaurant Bill,-4357.75,Food,8f8bc7c2-e72f-44ff-bf70-1bd74c5cfb9f,False
2024-07-23,Internet Plan,-3728.01,Utilities,bf8aae6e-5cf8-40be-afe3-eaf57c78030f,False
2024-07-23,Lab Tests,-3729.03,Healthcare,cf48e36a-1e1a-4f12-8046-17e552e5e8c8,False
2024-07-23,Myntra Sale,-2578.25,Shopping,83c15098-089e-42ba-bae1-c487ec4eefb6,False
2024-07-23,College Fees,-4490.7,Education,2ab99da5-db74-4f00-870d-1784e7e3317f,False
2024-07-23,Restaurant Bill,-375.22,Food,132de6fa-9280-4f7d-a3e1-33c255a6331a,False
2024-07-23,Train Ticket,-2813.83,Transportation,ef2aafdc-233d-41f1-bd4f-e3ea98022028,False
2024-07-23,Flipkart Purchase,-1867.38,Shopping,3fcd2245-94f2-4935-9412-4eba1ede1df0,False
2024-07-24,Clothing Mall,-2260.02,Shopping,63fd934f-6aab-4a0d-ac9d-05eeaca2f6e1,False
2024-07-24,Pharmacy,-4233.29,Healthcare,d439a9db-c6aa-43f4-8bd9-5c518bcacad8,False
2024-07-24,Internet Plan,-4386.51,Utilities,ecd659ec-62ba-43a5-8a81-c75b1add8342,False
2024-07-24,Amazon Order,-1625.55,Shopping,ae47aaa5-2cc5-47b1-bf31-fe1073230dee,False
2024-07-24,Mobile Recharge,-3777.54,Utilities,b4e49531-21b3-4df8-a1fc-898b8c4ea6bb,False
2024-07-25,Amazon Order,-2402.1,Shopping,f6e4f6a9-2657-4dbd-ae0d-05d607abd1a3,False
2024-07-25,Loan Repayment,-820.14,Other,b7a73e00-192c-4176-8402-9ce3647eae9b,False
2024-07-25,Service Charge,-222.74,Other,dbe3a88e-3874-48f4-a5b7-ba9cd8331425,False
2024-07-25,Petrol Pump,-3503.47,Transportation,90424d28-1d37-439c-8166-97791da791b9,False
2024-07-25,Doctor Consultation,-604.78,Healthcare,89784a34-be21-400b-b169-9ac35ae73888,False
2024-07-25,Electronics Store,-3575.27,Shopping,cd4f8def-5d03-4f0d-b03a-e59c66e7630c,False
2024-07-25,Netflix Subscription,-1980.88,Entertainment,00f8e26f-62d7-4c0a-b935-a51d40859098,False
2024-07-25,Train Ticket,-3970.68,Transportation,749b7338-0b6b-4c44-814a-d060f8898db4,False
2024-07-25,Pharmacy,-1248.08,Healthcare,a5b8ba6f-da88-4ae6-91b4-d7f5d18f50c9,False
2024-07-25,Pizza Hut,-709.84,Food,b9e5ede1-48af-4c01-b460-cd5ccab707ee,False
2024-07-26,Train Ticket,-2077.35,Transportation,98ff06a0-e6d0-4979-97a1-1507e4d0dd06,False
2024-07-26,Workshop Fee,-2316.1,Education,915480ae-6347-4b85-bb1b-29b5dca99683,False
2024-07-26,Lab Tests,-3039.37,Healthcare,4569f334-dde7-4e5f-9cf3-1e30172fa58a,False
2024-07-26,Mobile Recharge,-466.99,Utilities,799f3a49-a258-45ac-8db6-7c500f2fa66e,False
2024-07-26,Train Ticket,-1509.58,Transportation,cfa2684b-9a63-40b1-ab5e-da7c6b5f3435,False
2024-07-26,Workshop Fee,-1025.4,Education,2bf42e65-1e9c-4d2e-95b9-78c81c155146,False
2024-07-26,Stationery,-4370.49,Education,fc8ea407-3483-4a4d-8b17-4c1ee08dcf8c,False
2024-07-26,Myntra Sale,-1927.21,Shopping,b19d5243-d68b-481e-b2dd-ef3b8da59207,False
2024-07-26,Netflix Subscription,-916.2,Entertainment,972c5625-8ff4-4634-b8bc-ea1d9eb02a85,False
2024-07-27,Mobile Recharge,-1783.84,Utilities,3a964886-01dd-44b4-8949-9f96eafa367e,False
2024-07-27,Cafe Coffee Day,-3590.19,Food,90202211-920f-4ef1-86cf-0a8214ce6822,False
2024-07-27,Flipkart Purchase,-750.78,Shopping,a9727aa7-269f-4196-9d14-c5be3ccd1d20,False
2024-07-27,Gas Cylinder,-4536.48,Utilities,fed576c5-b2c5-43b1-a832-745355b2b664,False
2024-07-27,Random Purchase,-856.95,Other,b914834e-fbe2-4ecd-b179-d7e0b7735710,False
2024-07-27,Clothing Mall,-4815.6,Shopping,4cc1af87-2957-4797-8d2e-5532b2443135,False
2024-07-27,Video Game,-3427.76,Entertainment,d2c35543-7a91-482a-a443-ce6e2443e866,False
2024-07-28,Service Charge,-52.19,Other,d8b874ec-a43c-41cc-a780-45215f5ab81e,False
2024-07-28,Cafe Coffee Day,-1707.91,Food,4f1f8c01-2403-4592-90e0-f7839292f51b,False
2024-07-28,Doctor Consultation,-3644.68,Healthcare,be2b1bac-d63f-4f28-a2bf-80665ce51e4c,False
2024-07-29,Electronics Store,-2695.48,Shopping,09f8560f-7aca-4582-8bf7-e96726211704,False
2024-07-29,Bus Fare,-1830.24,Transportation,ba343298-892f-4296-8e64-18b1fb751d32,False
2024-07-29,Service Charge,-1362.38,Other,548aea7f-2ec2-4b03-8fd1-96fe3625807a,False
2024-07-29,Doctor Consultation,-576.3,Healthcare,a1e02c5f-8964-40e8-92b6-0e4f75684acd,False
2024-07-29,Mobile Recharge,-2363.01,Utilities,15a1904b-9953-49ad-96df-e9f35e8405a2,False
2024-07-29,Miscellaneous,-1437.87,Other,fe74cfa7-a5d8-426a-a2a7-8b6262b08e56,False
2024-07-29,Train Ticket,-4547.8,Transportation,08cb5044-a355-47aa-a0f4-086944496a27,False
2024-07-29,Doctor Consultation,-3031.24,Healthcare,5041bc85-4d2c-4a7a-a433-8cab43b6b990,False
2024-07-30,Car Maintenance,-4357.86,Transportation,be8eb090-e8f3-4adf-b907-7a251e0c55ba,False
2024-07-30,Charity,-1848.51,Other,01afc280-771a-4d2c-97cf-9843b3da6c18,False
2024-07-30,Service Charge,-4211.26,Other,15cb6b0f-3029-4f69-ae5d-260a90903528,False
2024-07-30,Random Purchase,-1511.08,Other,7739142a-d868-4ae7-8550-5db1c0ca3216,False
2024-07-30,Loan Repayment,-2701.19,Other,e3608e27-4cee-4ee2-8971-ab9f89b77ee7,False
2024-07-30,Uber Ride,-2802.85,Transportation,b5871848-4ca9-42f4-b191-b06d81c3d30f,False
2024-07-30,College Fees,-2095.01,Education,129ad2e8-9af5-46d2-864b-95ff7aa66b3a,False
2024-07-30,Electricity Bill,-2889.01,Utilities,386cadf9-c7d1-4af2-8b12-ef1882934966,False
2024-07-30,Car Maintenance,-1215.87,Transportation,4175ee8b-284b-4f1a-99ca-73266ec2a640,False
2024-07-31,Doctor Consultation,-2169.4,Healthcare,48d2fa90-4a16-4657-9311-558a49cf5862,False
2024-07-31,Car Maintenance,-1301.22,Transportation,acfc5dd3-bcbb-43df-a5cb-c0cc14f5c3a2,False
2024-07-31,Grocery Store,-4079.02,Food,884ba98c-9654-42b2-b90d-a62a9d9bda87,False
2024-07-31,Health Insurance,-4975.39,Healthcare,9d11a7a6-ff1c-4ecf-a568-b10bcfbb4213,False
2024-07-31,Grocery Store,-4005.45,Food,3c99dc02-0e2c-484a-9842-d81c15553407,False
2024-07-31,Stationery,-4044.34,Education,da804012-28b3-4a3a-9883-da899564c439,False
2024-08-01,Video Game,-903.19,Entertainment,4fe34658-208d-44c9-b771-7f6e7f141c86,False
2024-08-01,Stationery,-4557.86,Education,0666e3f1-8ff9-47dc-b4b7-bff870601874,False
2024-08-01,Restaurant Bill,-2971.97,Food,ee639b64-65a8-4055-a5c8-7940df3f224e,False
2024-08-01,Electricity Bill,-4838.61,Utilities,d7585609-b3a4-466c-ac56-7be3435ec004,False
2024-08-02,Restaurant Bill,-4916.64,Food,d33446ee-5f94-44b2-bf3b-f1749511de20,False
2024-08-02,Pizza Hut,-1090.57,Food,ddb6bbee-8674-480a-88f6-fbf99f36e1ab,False
2024-08-02,Internet Plan,-3568.7,Utilities,dbc3d917-b130-4a39-a309-c1b2d1bbbd19,False
2024-08-02,Electricity Bill,-1975.15,Utilities,5ad961b5-50b8-4113-ae46-a25df71f0e86,False
2024-08-02,Uber Ride,-1797.36,Transportation,e573c611-6970-43b4-8050-50fc381c7e32,False
2024-08-02,Concert Pass,-2177.0,Entertainment,8a37f73c-492b-4998-a70f-2aed9af058a8,False
2024-08-02,Random Purchase,-1045.48,Other,1fd75fe8-3dbb-4ccb-97c8-03346dda5145,False
2024-08-03,Concert Pass,-1209.45,Entertainment,cdebd005-c999-4f19-a48a-287f5af9be08,False
2024-08-03,Uber Ride,-2824.33,Transportation,6e52222f-9e59-4b80-a96c-6c7cea58d163,False
2024-08-03,Electronics Store,-3667.2,Shopping,b1ffe5cf-faae-481e-a8ce-68bdcfa65a52,False
2024-08-03,Zomato Order,-2541.77,Food,3d90c646-ade6-4e4a-ba65-ae34f9998b53,False
2024-08-03,Loan Repayment,-1386.75,Other,7872ee2f-88bc-432a-88af-ac29b01de78d,False
2024-08-03,Gym Membership,-567.31,Healthcare,bf00f234-df09-4624-af18-85247ac64b23,False
2024-08-03,Electricity Bill,-4257.02,Utilities,1339a54d-eca0-4c20-ad87-b6890fddd11e,False
2024-08-03,Pizza Hut,-3744.58,Food,3f0faace-fd5c-4fdc-99f5-eb4f3eb81095,False
2024-08-03,Doctor Consultation,-713.81,Healthcare,8703ef50-bff4-4c04-b508-63f036451236,False
2024-08-04,Cafe Coffee Day,-4679.0,Food,0f13f1d6-5f78-4f06-95f1-55c4e6080239,False
2024-08-04,Electronics Store,-882.66,Shopping,92177467-9b69-4712-8e91-01180fe67f1e,False
2024-08-04,Water Bill,-4886.83,Utilities,4c04c7a5-ceb1-4300-8da1-57c5c4f4f3b9,False
2024-08-04,Freelance Project,13899.04,Income,c3682e12-a914-4350-90d5-9b783e49b637,False
2024-08-05,Video Game,-4663.35,Entertainment,e6956648-673a-4f7a-a236-bd405892b7da,False
2024-08-05,Udemy Course,-166.34,Education,1961384a-e158-4f2e-b074-fb52194ccbe3,False
2024-08-05,Udemy Course,-176.49,Education,3c71aca3-face-459a-9270-e3ebaf70e97b,False
2024-08-05,Bus Fare,-65.6,Transportation,cdfd5720-faef-45a1-a309-0043f7cd7849,False
2024-08-05,Doctor Consultation,-2721.97,Healthcare,42e1fdec-6239-4a69-b563-66278f9f5fb2,False
2024-08-05,Gas Cylinder,-1632.13,Utilities,580efca4-eb05-47c5-b764-0fbc73fea624,False
2024-08-05,Investment Dividend,40738.27,Income,eae94b31-26de-4e17-a232-369c39b9f025,False
2024-08-05,Freelance Project,7824.05,Income,54e997f6-8b9b-47c7-bae7-cf477b9fc2fc,False
2024-08-06,Refund,26381.29,Income,c4e84520-1c4b-4cba-b51a-08a4c5407162,False
2024-08-06,Miscellaneous,-4782.17,Other,dc726535-6356-4cc0-ae18-5b78d6ee973c,False
2024-08-06,Netflix Subscription,-1464.43,Entertainment,c6d84ab2-fc28-4ffb-aef3-bcbecf9a5962,False
2024-08-06,Myntra Sale,-4300.76,Shopping,9246bdbd-1d64-48f5-a8dd-94f3ec9746d9,False
2024-08-06,Grocery Store,-1507.95,Food,37491cf1-651f-47f3-a102-3fcff6ef5784,False
2024-08-06,Stationery,-4623.08,Education,4c43d0da-bb15-4bb2-877a-069dbe170dce,False
2024-08-06,Grocery Store,-970.45,Food,a47c9bd0-fe6b-4853-8449-cdda5c65267b,False
2024-08-07,Gym Membership,-1155.39,Healthcare,9615a8c7-8f42-4d09-b295-54f74232477f,False
2024-08-07,Movie Tickets,-712.73,Entertainment,9744f0dc-e7fb-4aae-8264-270290f51cac,False
2024-08-07,Pharmacy,-2132.28,Healthcare,21d2c38f-561e-4d1a-9e4a-a9b429dbd3d1,False
2024-08-07,Loan Repayment,-1445.89,Other,3dca9d67-c0e8-4093-b105-9b5f4ad5632f,False
2024-08-08,Pizza Hut,-798.53,Food,937c10e4-1c3b-4f4c-8239-6f01916f969c,False
2024-08-08,Loan Repayment,-4438.13,Other,53821ad7-563b-495c-87d5-fd44c8b7f137,False
2024-08-08,Udemy Course,-2981.18,Education,9bc60f31-0750-4a78-96b2-cd8b2ef6d1f7,False
2024-08-08,Electricity Bill,-1454.29,Utilities,f16809cf-486d-4078-98f5-28348c1e3b17,False
2024-08-08,Video Game,-4549.25,Entertainment,e0413bbc-f9f2-4efa-8054-fb8faa3fa64b,False
2024-08-08,Internet Plan,-3522.66,Utilities,d119a0ae-cc0d-419c-a82d-18740d43bb8e,False
2024-08-08,Loan Repayment,-3539.17,Other,ae27186f-cce8-4c5e-adec-f0cefc486ca6,False
2024-08-08,Car Maintenance,-3354.1,Transportation,11e00332-ce24-452a-b471-d8319a60549a,False
2024-08-09,Freelance Project,36105.47,Income,a5467c7f-2293-454f-bd3c-d1ac3a92cacd,False
2024-08-09,Bus Fare,-4961.98,Transportation,42f01c56-3c72-4c46-95a2-2e7e6969baa4,False
2024-08-09,Spotify Premium,-492.78,Entertainment,9032908f-dee3-407b-ac0e-7353575f34da,False
2024-08-09,Movie Tickets,-2810.12,Entertainment,e51950b2-2d31-4570-8aa9-4761eac94c99,False
2024-08-09,Spotify Premium,-4091.0,Entertainment,deb1b009-94e3-4397-a9ae-badfa68834ac,False
2024-08-09,Electronics Store,-1167.3,Shopping,38e4454b-88b7-453c-91e3-26112bfa6b2a,False
2024-08-10,College Fees,-445.77,Education,3e186db7-acd6-4dd9-97eb-c00f0769302d,False
2024-08-11,Uber Ride,-1668.72,Transportation,834acc0b-c436-4a3d-a5dd-771ca4564a30,False
2024-08-11,Movie Tickets,-4100.29,Entertainment,05bcd9a6-a441-43f0-bd35-3d40f8fdc8d4,False
2024-08-11,Workshop Fee,-68.3,Education,74ac21db-cf73-47df-b787-57f7f764b71e,False
2024-08-11,Cafe Coffee Day,-685.92,Food,7c394d60-81a6-4533-8c2c-ae1939b2eed4,False
2024-08-12,Investment Dividend,20073.0,Income,09b5edc4-eacb-41d7-8458-13aeb4d6fd7e,False
2024-08-12,Books Cache,-2549.66,Education,6e5e8517-7bd6-4bf9-84ea-dc2b69788df2,False
2024-08-12,Grocery Store,-4902.63,Food,431928ee-9d9b-44e3-ad8c-a0df5cce0a14,False
2024-08-12,Udemy Course,-868.5,Education,45b9414b-29e1-4b62-ab6d-958f07bc22fe,False
2024-08-13,Charity,-4580.79,Other,933f0dd8-c8c2-4a4d-aec0-555361141248,False
2024-08-13,Miscellaneous,-923.55,Other,27d567aa-e3e4-452a-9835-256e72bc93c8,False
2024-08-13,Restaurant Bill,-3332.28,Food,c9aa1855-e387-4234-9119-b9d0f263691a,False
2024-08-13,Loan Repayment,-1096.39,Other,3e10315a-f759-48c4-bcaf-bbc41b80f547,False
2024-08-13,Concert Pass,-479.23,Entertainment,31f93a13-417b-45dc-b19e-1308af10a996,False
2024-08-13,Uber Ride,-2865.89,Transportation,2a1b219b-ceb6-416c-951e-6addf6e05d9c,False
2024-08-13,Service Charge,-972.15,Other,9e82fa93-3c4c-4675-a798-2afc5ec41eac,False
2024-08-13,Restaurant Bill,-3773.46,Food,c27a53c1-0110-4dec-a3a8-93073c26debb,False
2024-08-14,Freelance Project,29896.14,Income,05372985-24f5-4d84-93c0-d58f07d892da,False
2024-08-14,Health Insurance,-2757.02,Healthcare,fafed075-4c8a-4a37-bb8c-93d7c3d2ff1b,False
2024-08-14,Doctor Consultation,-4164.32,Healthcare,bcecab77-a7b0-44fd-88fd-edd7a02b361c,False
2024-08-14,Internet Plan,-605.35,Utilities,0f5d9059-cf26-49a7-a1af-a9365605d873,False
2024-08-14,Clothing Mall,-2386.82,Shopping,c95221da-56c9-4419-a74a-bc54b56660a0,False
2024-08-14,Gift,49846.74,Income,80fef3e5-6adf-451b-90bf-49c2b984bf63,False
2024-08-14,Petrol Pump,-2786.97,Transportation,22caf445-adf0-489a-8d8d-caa7c1412e58,False
2024-08-14,Gas Cylinder,-301.32,Utilities,1d65dbb3-29f3-49d6-9387-7f8984200756,False
2024-08-15,Stationery,-1011.37,Education,c4f6dc42-820d-4d47-89fb-74e3493643aa,False
2024-08-15,Internet Plan,-3247.14,Utilities,ac289c6f-e606-48fa-8358-63ab20425810,False
2024-08-15,Service Charge,-4427.8,Other,58dab642-1bc4-4f1b-8709-12c11dedfed3,False
2024-08-15,Train Ticket,-517.14,Transportation,6f3a6dc0-752f-458f-8798-57f23c3c0d33,False
2024-08-15,Train Ticket,-1752.43,Transportation,79d1a277-b71c-4a54-bc01-f437850fecc2,False
2024-08-15,Udemy Course,-541.08,Education,02a1a9c0-6133-4085-a1d0-b10cbb71eb82,False
2024-08-15,Clothing Mall,-506.52,Shopping,1769e51e-7d3e-47e7-bc8f-ebb3f6739516,False
2024-08-15,Pizza Hut,-3757.29,Food,e1a1d520-1a13-4a0c-905f-a2dfbf289be4,False
2024-08-15,Gift,9337.76,Income,455efe29-c2ee-4fcf-b0fa-ed3471728cef,False
2024-08-15,Bus Fare,-1334.9,Transportation,9331b79e-b65c-4792-8cc2-46659112750e,False
2024-08-15,Zomato Order,-667.25,Food,09209ce0-0a6f-4a61-b933-5f3d609099e8,False
2024-08-15,Cafe Coffee Day,-2346.46,Food,31f183a2-be05-4bb9-af3f-af92f2fc7229,False
2024-08-16,Loan Repayment,-1147.94,Other,adb663ba-cf28-4bad-9891-f2146f565877,False
2024-08-16,Salary,29324.67,Income,a4f3a25b-4378-497a-8c22-489a4b3f64d8,False
