date,amount,description,category
2025-11-16,-176.77,Water Bill,Utilities
2025-11-16,-149.53,Gas Station,Transport
2025-11-16,-146.07,Netflix,Entertainment
2025-11-16,-188.88,Uber,Transport
2025-11-16,-175.72,Fast Food,Food
2025-11-16,-1139.06,Monthly Rent,Rent
2025-11-16,-46.03,Water Bill,Utilities
2025-11-16,-1342.97,Monthly Rent,Rent
2025-11-16,-1352.17,Monthly Rent,Rent
2025-11-16,-171.23,Internet,Utilities
2025-11-16,3817.74,Salary Deposit,Income
2025-11-16,-182.49,Coffee Shop,Food
2025-11-16,-164.81,Uber,Transport
2025-11-16,-171.98,Phone Bill,Utilities
2025-11-16,-118.7,Coffee Shop,Food
2025-11-16,-1318.77,Monthly Rent,Rent
2025-11-16,3552.12,Salary Deposit,Income
2025-11-16,-1219.18,Monthly Rent,Rent
2025-11-16,-137.52,Restaurant,Food
2025-11-16,-74.06,Internet,Utilities
2025-11-17,-1419.03,Monthly Rent,Rent
2025-11-17,-1031.12,Monthly Rent,Rent
2025-11-17,-172.86,Fast Food,Food
2025-11-17,-142.13,Flight,Transport
2025-11-17,-15.83,Coffee Shop,Food
2025-11-17,-95.56,Uber,Transport
2025-11-17,-1108.17,Monthly Rent,Rent
2025-11-17,2501.5,Salary Deposit,Income
2025-11-17,-56.43,Internet,Utilities
2025-11-17,-141.28,Flight,Transport
2025-11-17,-1477.54,Monthly Rent,Rent
2025-11-17,-1333.06,Monthly Rent,Rent
2025-11-17,-1442.79,Monthly Rent,Rent
2025-11-17,-1190.41,Monthly Rent,Rent
2025-11-17,-51.88,Spotify,Entertainment
2025-11-17,-84.45,Water Bill,Utilities
2025-11-17,3729.54,Salary Deposit,Income
2025-11-17,3816.62,Salary Deposit,Income
2025-11-17,-120.44,Subway,Transport
2025-11-17,-40.64,Internet,Utilities
2025-11-17,-1080.55,Monthly Rent,Rent
2025-11-17,-178.72,Phone Bill,Utilities
2025-11-17,-65.51,Phone Bill,Utilities
2025-11-17,-194.16,Phone Bill,Utilities
2025-11-17,3804.84,Salary Deposit,Income
2025-11-17,-74.73,Internet,Utilities
2025-11-17,-83.01,Phone Bill,Utilities
2025-11-17,-136.83,Netflix,Entertainment
2025-11-17,-58.86,Phone Bill,Utilities
2025-11-17,-1273.41,Monthly Rent,Rent
2025-11-17,-167.89,Gas Station,Transport
2025-11-17,-39.79,Internet,Utilities
2025-11-17,-1046.32,Monthly Rent,Rent
2025-11-17,-82.56,Internet,Utilities
2025-11-17,-1251.3,Monthly Rent,Rent
2025-11-17,-159.76,Phone Bill,Utilities
2025-11-17,-1334.88,Monthly Rent,Rent
2025-11-17,-72.56,Coffee Shop,Food
2025-11-17,-131.87,Water Bill,Utilities
2025-11-17,4639.5,Salary Deposit,Income
2025-11-17,4131.85,Salary Deposit,Income
2025-11-17,-55.28,Flight,Transport
2025-11-17,2577.27,Salary Deposit,Income
2025-11-17,-155.88,Coffee Shop,Food
2025-11-17,-78.63,Internet,Utilities
2025-11-17,-125.49,Cinema,Entertainment
2025-11-17,-55.25,Water Bill,Utilities
2025-11-18,-168.02,Electric Bill,Utilities
2025-11-18,3314.07,Salary Deposit,Income
2025-11-18,-85.8,Electric Bill,Utilities
2025-11-18,-136.28,Uber,Transport
2025-11-18,-193.12,Internet,Utilities
2025-11-18,-141.39,Uber,Transport
2025-11-18,-1101.73,Monthly Rent,Rent
2025-11-18,-134.55,Cinema,Entertainment
2025-11-18,4940.08,Salary Deposit,Income
2025-11-18,-1351.3,Monthly Rent,Rent
2025-11-18,-113.12,Groceries,Food
2025-11-18,-189.13,Spotify,Entertainment
2025-11-18,-165.09,Coffee Shop,Food
2025-11-18,-126.01,Water Bill,Utilities
2025-11-18,-162.12,Flight,Transport
2025-11-18,-69.87,Concert,Entertainment
2025-11-18,-25.37,Cinema,Entertainment
2025-11-18,3533.52,Salary Deposit,Income
2025-11-18,-132.54,Restaurant,Food
2025-11-18,-42.28,Coffee Shop,Food
2025-11-18,-65.28,Uber,Transport
2025-11-18,-168.82,Subway,Transport
2025-11-18,-98.69,Cinema,Entertainment
2025-11-18,-35.4,Spotify,Entertainment
2025-11-18,-43.72,Phone Bill,Utilities
2025-11-18,-92.22,Gas Station,Transport
2025-11-18,-95.98,Internet,Utilities
2025-11-18,3915.58,Salary Deposit,Income
2025-11-18,-81.3,Netflix,Entertainment
2025-11-18,-102.74,Groceries,Food
2025-11-18,4668.92,Salary Deposit,Income
2025-11-18,4592.15,Salary Deposit,Income
2025-11-18,-148.21,Fast Food,Food
2025-11-18,-24.66,Electric Bill,Utilities
2025-11-18,-76.25,Groceries,Food
2025-11-18,-158.85,Internet,Utilities
2025-11-18,-53.29,Uber,Transport
2025-11-18,-24.29,Electric Bill,Utilities
2025-11-18,-149.74,Uber,Transport
2025-11-18,-24.96,Water Bill,Utilities
2025-11-18,-120.16,Fast Food,Food
2025-11-18,3125.59,Salary Deposit,Income
2025-11-18,-113.96,Gas Station,Transport
2025-11-18,-1050.09,Monthly Rent,Rent
2025-11-18,-106.45,Flight,Transport
2025-11-18,-93.77,Internet,Utilities
2025-11-18,-1181.26,Monthly Rent,Rent
2025-11-18,-76.99,Cinema,Entertainment
2025-11-18,-1241.34,Monthly Rent,Rent
2025-11-18,-88.75,Phone Bill,Utilities
2025-11-18,-1200.63,Monthly Rent,Rent
2025-11-18,-1305.74,Monthly Rent,Rent
2025-11-18,-128.76,Electric Bill,Utilities
2025-11-18,-39.2,Phone Bill,Utilities
2025-11-18,-153.73,Water Bill,Utilities
2025-11-18,-30.43,Electric Bill,Utilities
2025-11-18,-13.88,Electric Bill,Utilities
2025-11-18,-190.24,Water Bill,Utilities
2025-11-18,-128.12,Water Bill,Utilities
2025-11-18,-194.61,Restaurant,Food
2025-11-18,-734.22,Subway,Transport
2025-11-18,-115.39,Internet,Utilities
2025-11-18,-61.4,Netflix,Entertainment
2025-11-18,-13.84,Gas Station,Transport
2025-11-18,-73.62,Restaurant,Food
2025-11-18,-37.43,Concert,Entertainment
2025-11-18,-1112.69,Monthly Rent,Rent
2025-11-18,-168.48,Netflix,Entertainment
2025-11-18,-148.95,Groceries,Food
2025-11-18,-1258.47,Monthly Rent,Rent
2025-11-18,-170.92,Spotify,Entertainment
2025-11-18,4449.29,Salary Deposit,Income
2025-11-18,-61.39,Spotify,Entertainment
2025-11-18,-44.15,Fast Food,Food
2025-11-18,-148.88,Water Bill,Utilities
2025-11-18,4465.83,Salary Deposit,Income
2025-11-18,-155.3,Subway,Transport
2025-11-18,-25.4,Uber,Transport
2025-11-19,-151.23,Internet,Utilities
2025-11-19,-68.3,Water Bill,Utilities
2025-11-19,-196.17,Groceries,Food
2025-11-19,-163.17,Uber,Transport
2025-11-19,-159.19,Electric Bill,Utilities
2025-11-19,-48.83,Flight,Transport
2025-11-19,-66.41,Netflix,Entertainment
2025-11-19,2022.87,Salary Deposit,Income
2025-11-19,4943.27,Salary Deposit,Income
2025-11-19,-69.84,Cinema,Entertainment
2025-11-19,-85.66,Concert,Entertainment
2025-11-19,-1313.93,Monthly Rent,Rent
2025-11-19,-166.98,Flight,Transport
2025-11-19,-183.4,Internet,Utilities
2025-11-19,-103.93,Flight,Transport
2025-11-19,-758.8,Concert,Entertainment
2025-11-19,-1124.54,Monthly Rent,Rent
2025-11-19,-61.27,Netflix,Entertainment
2025-11-19,-1208.05,Monthly Rent,Rent
2025-11-19,-1110.6,Monthly Rent,Rent
2025-11-19,-171.05,Cinema,Entertainment
2025-11-19,-163.06,Concert,Entertainment
2025-11-19,-1425.39,Monthly Rent,Rent
2025-11-19,-130.04,Restaurant,Food
2025-11-19,-56.37,Flight,Transport
2025-11-19,3215.66,Salary Deposit,Income
2025-11-19,3633.78,Salary Deposit,Income
2025-11-19,2635.9,Salary Deposit,Income
2025-11-19,-151.12,Flight,Transport
2025-11-19,-57.12,Fast Food,Food
2025-11-19,-126.32,Gas Station,Transport
2025-11-19,-70.76,Netflix,Entertainment
2025-11-19,-93.61,Uber,Transport
2025-11-19,-1227.41,Monthly Rent,Rent
2025-11-19,4467.96,Salary Deposit,Income
2025-11-19,-190.38,Coffee Shop,Food
2025-11-19,3717.73,Salary Deposit,Income
2025-11-19,-15.75,Water Bill,Utilities
2025-11-19,-178.34,Water Bill,Utilities
2025-11-19,-159.6,Spotify,Entertainment
2025-11-19,-170.26,Flight,Transport
2025-11-19,-63.25,Fast Food,Food
2025-11-19,-124.88,Cinema,Entertainment
2025-11-19,-1453.67,Monthly Rent,Rent
2025-11-19,-183.43,Restaurant,Food
2025-11-19,-37.88,Phone Bill,Utilities
2025-11-19,-1189.29,Monthly Rent,Rent
2025-11-19,-1039.19,Monthly Rent,Rent
2025-11-19,-14.57,Netflix,Entertainment
2025-11-19,-183.34,Groceries,Food
2025-11-19,-102.1,Phone Bill,Utilities
2025-11-19,-166.44,Groceries,Food
2025-11-19,2609.71,Salary Deposit,Income
2025-11-19,-155.17,Internet,Utilities
2025-11-19,-1499.35,Monthly Rent,Rent
2025-11-19,-196.37,Fast Food,Food
2025-11-19,-1229.94,Monthly Rent,Rent
2025-11-19,-56.03,Subway,Transport
2025-11-20,-64.01,Spotify,Entertainment
2025-11-20,3237.42,Salary Deposit,Income
2025-11-20,-16.07,Coffee Shop,Food
2025-11-20,-155.39,Water Bill,Utilities
2025-11-20,2051.64,Salary Deposit,Income
2025-11-20,-91.52,Spotify,Entertainment
2025-11-20,4057.7,Salary Deposit,Income
2025-11-20,-1312.13,Monthly Rent,Rent
2025-11-20,3940.37,Salary Deposit,Income
2025-11-20,-1258.8,Monthly Rent,Rent
2025-11-20,-63.02,Coffee Shop,Food
2025-11-20,-81.29,Uber,Transport
2025-11-20,-28.5,Subway,Transport
2025-11-20,-73.95,Netflix,Entertainment
2025-11-20,-183.27,Phone Bill,Utilities
2025-11-20,3558.08,Salary Deposit,Income
2025-11-20,-59.58,Restaurant,Food
2025-11-20,-153.88,Fast Food,Food
2025-11-20,-1001.0,Monthly Rent,Rent
2025-11-20,-159.22,Netflix,Entertainment
2025-11-20,-126.72,Subway,Transport
2025-11-20,-134.22,Cinema,Entertainment
2025-11-20,-66.78,Restaurant,Food
2025-11-20,-30.8,Coffee Shop,Food
2025-11-20,-1067.25,Monthly Rent,Rent
2025-11-20,-158.8,Coffee Shop,Food
2025-11-20,-106.08,Phone Bill,Utilities
2025-11-20,-185.31,Flight,Transport
2025-11-20,-1315.72,Monthly Rent,Rent
2025-11-20,2985.16,Salary Deposit,Income
2025-11-20,-86.24,Subway,Transport
2025-11-20,-172.86,Water Bill,Utilities
2025-11-20,3595.49,Salary Deposit,Income
2025-11-20,-70.05,Internet,Utilities
2025-11-20,-35.06,Electric Bill,Utilities
2025-11-20,-29.06,Water Bill,Utilities
2025-11-20,-95.15,Spotify,Entertainment
2025-11-20,-45.48,Coffee Shop,Food
2025-11-20,-1254.45,Monthly Rent,Rent
2025-11-20,-93.01,Gas Station,Transport
2025-11-20,-41.72,Uber,Transport
2025-11-20,-1207.8,Monthly Rent,Rent
2025-11-20,-1143.57,Monthly Rent,Rent
2025-11-20,3240.42,Salary Deposit,Income
2025-11-20,-48.97,Spotify,Entertainment
2025-11-20,2405.14,Salary Deposit,Income
2025-11-20,2486.43,Salary Deposit,Income
2025-11-21,-146.46,Fast Food,Food
2025-11-21,3421.59,Salary Deposit,Income
2025-11-21,-46.3,Electric Bill,Utilities
2025-11-21,-54.64,Internet,Utilities
2025-11-21,-57.33,Water Bill,Utilities
2025-11-21,-77.95,Groceries,Food
2025-11-21,-197.97,Water Bill,Utilities
2025-11-21,-1412.5,Monthly Rent,Rent
2025-11-21,-94.07,Phone Bill,Utilities
2025-11-21,-66.03,Restaurant,Food
2025-11-21,-1047.83,Monthly Rent,Rent
2025-11-21,-70.41,Subway,Transport
2025-11-21,-32.25,Groceries,Food
2025-11-21,-1098.4,Monthly Rent,Rent
2025-11-21,-162.82,Uber,Transport
2025-11-21,-85.86,Electric Bill,Utilities
2025-11-21,-1499.25,Monthly Rent,Rent
2025-11-21,-37.46,Uber,Transport
2025-11-21,-18.76,Concert,Entertainment
2025-11-21,-124.1,Phone Bill,Utilities
2025-11-21,-59.65,Spotify,Entertainment
2025-11-21,-165.2,Gas Station,Transport
2025-11-21,-28.79,Concert,Entertainment
2025-11-21,-1383.23,Monthly Rent,Rent
2025-11-21,-46.42,Phone Bill,Utilities
2025-11-21,-106.42,Phone Bill,Utilities
2025-11-21,-186.94,Subway,Transport
2025-11-21,-86.9,Cinema,Entertainment
2025-11-21,-1474.3,Monthly Rent,Rent
2025-11-21,-163.3,Netflix,Entertainment
2025-11-21,-39.97,Phone Bill,Utilities
2025-11-21,3592.9,Salary Deposit,Income
2025-11-21,3422.47,Salary Deposit,Income
2025-11-21,-1352.45,Monthly Rent,Rent
2025-11-21,-104.24,Gas Station,Transport
2025-11-21,-182.54,Cinema,Entertainment
2025-11-21,-17.86,Gas Station,Transport
2025-11-21,-1411.97,Monthly Rent,Rent
2025-11-21,-83.2,Netflix,Entertainment
2025-11-21,-12.11,Phone Bill,Utilities
2025-11-21,-87.61,Netflix,Entertainment
2025-11-21,-113.93,Uber,Transport
2025-11-21,3498.58,Salary Deposit,Income
2025-11-21,-79.41,Netflix,Entertainment
2025-11-21,-37.84,Fast Food,Food
2025-11-21,-157.51,Fast Food,Food
2025-11-21,-1174.21,Monthly Rent,Rent
2025-11-21,-23.5,Groceries,Food
2025-11-21,-182.03,Groceries,Food
2025-11-21,-1076.53,Monthly Rent,Rent
2025-11-22,-137.83,Fast Food,Food
2025-11-22,-138.38,Water Bill,Utilities
2025-11-22,-15.85,Concert,Entertainment
2025-11-22,-274.61,Uber,Transport
2025-11-22,4032.47,Salary Deposit,Income
2025-11-22,-52.28,Subway,Transport
2025-11-22,-23.67,Fast Food,Food
2025-11-22,-60.5,Electric Bill,Utilities
2025-11-22,-1131.39,Monthly Rent,Rent
2025-11-22,-52.53,Groceries,Food
2025-11-22,-22.81,Coffee Shop,Food
2025-11-22,-1052.86,Monthly Rent,Rent
2025-11-22,-19.59,Cinema,Entertainment
2025-11-22,-62.17,Groceries,Food
2025-11-22,2135.72,Salary Deposit,Income
2025-11-22,-121.71,Uber,Transport
2025-11-22,-74.33,Water Bill,Utilities
2025-11-22,-195.58,Cinema,Entertainment
2025-11-22,2848.25,Salary Deposit,Income
2025-11-22,-102.46,Concert,Entertainment
2025-11-22,-98.3,Cinema,Entertainment
2025-11-22,-108.76,Uber,Transport
2025-11-22,-72.45,Phone Bill,Utilities
2025-11-22,-14.05,Coffee Shop,Food
2025-11-22,-38.48,Fast Food,Food
2025-11-22,-145.02,Gas Station,Transport
2025-11-22,-116.17,Water Bill,Utilities
2025-11-22,-26.0,Groceries,Food
2025-11-22,-86.8,Groceries,Food
2025-11-22,-120.65,Phone Bill,Utilities
2025-11-22,-183.29,Internet,Utilities
2025-11-22,-59.71,Groceries,Food
2025-11-22,-66.94,Coffee Shop,Food
2025-11-22,4876.39,Salary Deposit,Income
2025-11-22,-185.82,Subway,Transport
2025-11-22,-100.03,Gas Station,Transport
2025-11-22,-129.5,Flight,Transport
2025-11-22,-1412.41,Monthly Rent,Rent
2025-11-22,-258.73,Internet,Utilities
2025-11-22,2787.78,Salary Deposit,Income
2025-11-22,-185.53,Uber,Transport
2025-11-22,-120.82,Groceries,Food
2025-11-22,-83.4,Internet,Utilities
2025-11-22,-100.78,Concert,Entertainment
2025-11-22,-1038.36,Monthly Rent,Rent
2025-11-22,-46.88,Coffee Shop,Food
2025-11-22,-35.74,Phone Bill,Utilities
2025-11-22,-17.4,Flight,Transport
2025-11-22,4922.4,Salary Deposit,Income
2025-11-22,-139.2,Gas Station,Transport
2025-11-22,-68.1,Fast Food,Food
2025-11-23,-141.05,Uber,Transport
2025-11-23,-24.71,Uber,Transport
2025-11-23,-19.6,Phone Bill,Utilities
2025-11-23,-16.47,Concert,Entertainment
2025-11-23,-99.03,Coffee Shop,Food
2025-11-23,-67.7,Concert,Entertainment
2025-11-23,-1435.92,Monthly Rent,Rent
2025-11-23,2148.37,Salary Deposit,Income
2025-11-23,-100.04,Phone Bill,Utilities
2025-11-23,3575.35,Salary Deposit,Income
2025-11-23,-105.01,Concert,Entertainment
2025-11-23,-21.86,Water Bill,Utilities
2025-11-23,-50.83,Coffee Shop,Food
2025-11-23,-109.11,Internet,Utilities
2025-11-23,-188.55,Concert,Entertainment
2025-11-23,-183.83,Electric Bill,Utilities
2025-11-23,-66.4,Phone Bill,Utilities
2025-11-23,2944.81,Salary Deposit,Income
2025-11-23,2640.41,Salary Deposit,Income
2025-11-23,-45.03,Subway,Transport
2025-11-23,-1219.57,Monthly Rent,Rent
2025-11-23,-48.66,Restaurant,Food
2025-11-23,-163.93,Water Bill,Utilities
2025-11-23,-30.63,Netflix,Entertainment
2025-11-23,-148.85,Flight,Transport
2025-11-23,-1487.06,Monthly Rent,Rent
2025-11-23,-172.35,Cinema,Entertainment
2025-11-23,-104.83,Phone Bill,Utilities
2025-11-23,-79.63,Water Bill,Utilities
2025-11-23,-59.3,Uber,Transport
2025-11-23,-73.12,Phone Bill,Utilities
2025-11-23,-1331.25,Monthly Rent,Rent
2025-11-23,-93.25,Netflix,Entertainment
2025-11-23,2772.18,Salary Deposit,Income
2025-11-23,-67.32,Flight,Transport
2025-11-23,-181.1,Netflix,Entertainment
2025-11-23,-149.22,Cinema,Entertainment
2025-11-23,-195.68,Netflix,Entertainment
2025-11-23,4359.62,Salary Deposit,Income
2025-11-23,-80.83,Phone Bill,Utilities
2025-11-23,-35.1,Electric Bill,Utilities
2025-11-23,-13.06,Coffee Shop,Food
2025-11-23,-125.8,Cinema,Entertainment
2025-11-23,-155.17,Cinema,Entertainment
2025-11-23,-130.23,Groceries,Food
2025-11-23,-190.36,Cinema,Entertainment
2025-11-23,4186.58,Salary Deposit,Income
2025-11-23,-1326.56,Monthly Rent,Rent
2025-11-23,-30.27,Electric Bill,Utilities
2025-11-23,-1006.36,Monthly Rent,Rent
2025-11-23,-66.85,Spotify,Entertainment
2025-11-23,2187.91,Salary Deposit,Income
2025-11-23,-17.82,Internet,Utilities
2025-11-23,-1264.14,Monthly Rent,Rent
2025-11-23,2212.56,Salary Deposit,Income
2025-11-23,-83.93,Netflix,Entertainment
2025-11-23,-105.14,Subway,Transport
2025-11-24,2314.52,Salary Deposit,Income
2025-11-24,-193.96,Uber,Transport
2025-11-24,-1025.71,Monthly Rent,Rent
2025-11-24,-79.2,Cinema,Entertainment
2025-11-24,-64.53,Electric Bill,Utilities
2025-11-24,-152.2,Internet,Utilities
2025-11-24,-120.02,Fast Food,Food
2025-11-24,-96.2,Gas Station,Transport
2025-11-24,-136.29,Internet,Utilities
2025-11-24,-39.44,Electric Bill,Utilities
2025-11-24,3718.44,Salary Deposit,Income
2025-11-24,-1030.39,Monthly Rent,Rent
2025-11-24,-1162.98,Monthly Rent,Rent
2025-11-24,-1019.65,Monthly Rent,Rent
2025-11-24,3073.5,Salary Deposit,Income
2025-11-24,-90.71,Concert,Entertainment
2025-11-24,-1097.05,Monthly Rent,Rent
2025-11-24,-61.03,Cinema,Entertainment
2025-11-24,-128.79,Electric Bill,Utilities
2025-11-24,-188.23,Uber,Transport
2025-11-24,-112.59,Uber,Transport
2025-11-24,-131.55,Electric Bill,Utilities
2025-11-24,-65.07,Groceries,Food
2025-11-24,-531.79,Coffee Shop,Food
2025-11-24,2287.17,Salary Deposit,Income
2025-11-24,2988.89,Salary Deposit,Income
2025-11-24,4411.97,Salary Deposit,Income
2025-11-24,-115.76,Spotify,Entertainment
2025-11-24,3480.29,Salary Deposit,Income
2025-11-24,-718.9,Subway,Transport
2025-11-24,-85.58,Phone Bill,Utilities
2025-11-24,-136.65,Cinema,Entertainment
2025-11-24,-113.35,Coffee Shop,Food
2025-11-24,-150.64,Subway,Transport
2025-11-24,-33.49,Flight,Transport
2025-11-24,2973.76,Salary Deposit,Income
2025-11-24,4136.65,Salary Deposit,Income
2025-11-24,-32.36,Electric Bill,Utilities
2025-11-24,-103.58,Phone Bill,Utilities
2025-11-24,-115.4,Concert,Entertainment
2025-11-24,-65.5,Gas Station,Transport
2025-11-24,-1136.56,Monthly Rent,Rent
2025-11-24,-1002.28,Monthly Rent,Rent
2025-11-24,-121.97,Internet,Utilities
2025-11-24,-157.14,Phone Bill,Utilities
2025-11-24,-155.14,Uber,Transport
2025-11-24,-1033.98,Monthly Rent,Rent
2025-11-24,4381.17,Salary Deposit,Income
2025-11-24,-112.15,Fast Food,Food
2025-11-24,-64.69,Gas Station,Transport
2025-11-24,-149.02,Phone Bill,Utilities
2025-11-24,3770.39,Salary Deposit,Income
2025-11-24,-66.31,Internet,Utilities
2025-11-25,-126.04,Netflix,Entertainment
2025-11-25,-1492.94,Monthly Rent,Rent
2025-11-25,-153.42,Spotify,Entertainment
2025-11-25,-170.75,Electric Bill,Utilities
2025-11-25,-94.06,Netflix,Entertainment
2025-11-25,3703.12,Salary Deposit,Income
2025-11-25,4592.09,Salary Deposit,Income
2025-11-25,-169.65,Internet,Utilities
2025-11-25,-180.29,Groceries,Food
2025-11-25,-155.91,Phone Bill,Utilities
2025-11-25,-169.35,Cinema,Entertainment
2025-11-25,-79.24,Electric Bill,Utilities
2025-11-25,-85.79,Water Bill,Utilities
2025-11-25,-146.28,Coffee Shop,Food
2025-11-25,-107.22,Subway,Transport
2025-11-25,-63.87,Groceries,Food
2025-11-25,-113.33,Groceries,Food
2025-11-25,-1334.67,Monthly Rent,Rent
2025-11-25,3367.81,Salary Deposit,Income
2025-11-25,-1447.59,Monthly Rent,Rent
2025-11-25,-162.64,Water Bill,Utilities
2025-11-25,-1243.94,Monthly Rent,Rent
2025-11-25,-34.04,Water Bill,Utilities
2025-11-25,-1401.07,Monthly Rent,Rent
2025-11-25,-36.17,Subway,Transport
2025-11-25,-160.45,Internet,Utilities
2025-11-25,-55.68,Restaurant,Food
2025-11-25,-75.43,Gas Station,Transport
2025-11-25,-1237.72,Monthly Rent,Rent
2025-11-25,-20.83,Electric Bill,Utilities
2025-11-25,-1228.03,Monthly Rent,Rent
2025-11-25,4514.4,Salary Deposit,Income
2025-11-25,-133.48,Uber,Transport
2025-11-25,3956.08,Salary Deposit,Income
2025-11-25,4269.62,Salary Deposit,Income
2025-11-25,4705.55,Salary Deposit,Income
2025-11-25,-170.23,Restaurant,Food
2025-11-25,2736.93,Salary Deposit,Income
2025-11-25,-111.05,Flight,Transport
2025-11-26,-1365.15,Monthly Rent,Rent
2025-11-26,-45.23,Subway,Transport
2025-11-26,-97.03,Phone Bill,Utilities
2025-11-26,4430.58,Salary Deposit,Income
2025-11-26,-1230.01,Monthly Rent,Rent
2025-11-26,-110.19,Cinema,Entertainment
2025-11-26,-1021.55,Monthly Rent,Rent
2025-11-26,-18.13,Restaurant,Food
2025-11-26,-128.68,Netflix,Entertainment
2025-11-26,-1394.95,Monthly Rent,Rent
2025-11-26,-78.99,Gas Station,Transport
2025-11-26,4826.73,Salary Deposit,Income
2025-11-26,-1489.86,Monthly Rent,Rent
2025-11-26,-127.5,Groceries,Food
2025-11-26,-84.92,Cinema,Entertainment
2025-11-26,-193.55,Spotify,Entertainment
2025-11-26,-31.48,Electric Bill,Utilities
2025-11-26,-95.56,Restaurant,Food
2025-11-26,-60.55,Uber,Transport
2025-11-26,4443.33,Salary Deposit,Income
2025-11-26,-36.25,Uber,Transport
2025-11-26,-120.09,Coffee Shop,Food
2025-11-26,-1407.37,Monthly Rent,Rent
2025-11-26,-139.9,Concert,Entertainment
2025-11-26,-163.09,Gas Station,Transport
2025-11-26,-138.41,Restaurant,Food
2025-11-26,-88.43,Phone Bill,Utilities
2025-11-26,-49.83,Gas Station,Transport
2025-11-26,-183.2,Uber,Transport
2025-11-26,-181.92,Spotify,Entertainment
2025-11-26,-141.38,Gas Station,Transport
2025-11-26,-196.25,Uber,Transport
2025-11-26,-193.66,Groceries,Food
2025-11-26,-84.37,Cinema,Entertainment
2025-11-26,-146.85,Fast Food,Food
2025-11-26,-24.45,Subway,Transport
2025-11-26,3765.06,Salary Deposit,Income
2025-11-26,-134.67,Fast Food,Food
2025-11-26,-82.14,Restaurant,Food
2025-11-26,-43.24,Subway,Transport
2025-11-26,-185.33,Coffee Shop,Food
2025-11-26,-186.59,Flight,Transport
2025-11-26,-194.52,Uber,Transport
2025-11-26,-159.57,Phone Bill,Utilities
2025-11-26,2831.01,Salary Deposit,Income
2025-11-26,-171.42,Coffee Shop,Food
2025-11-26,-1451.01,Monthly Rent,Rent
2025-11-26,-105.84,Internet,Utilities
2025-11-26,-110.0,Netflix,Entertainment
2025-11-26,-1151.65,Monthly Rent,Rent
2025-11-26,-92.53,Gas Station,Transport
2025-11-27,-161.85,Coffee Shop,Food
2025-11-27,-182.28,Flight,Transport
2025-11-27,-1323.14,Monthly Rent,Rent
2025-11-27,-32.55,Phone Bill,Utilities
2025-11-27,-95.39,Uber,Transport
2025-11-27,-177.44,Spotify,Entertainment
2025-11-27,-60.69,Phone Bill,Utilities
2025-11-27,-172.8,Flight,Transport
2025-11-27,-115.0,Cinema,Entertainment
2025-11-27,-886.34,Phone Bill,Utilities
2025-11-27,-174.13,Fast Food,Food
2025-11-27,-140.89,Cinema,Entertainment
2025-11-27,-175.44,Restaurant,Food
2025-11-27,2882.76,Salary Deposit,Income
2025-11-27,4594.8,Salary Deposit,Income
2025-11-27,3790.3,Salary Deposit,Income
2025-11-27,3529.14,Salary Deposit,Income
2025-11-27,-65.51,Internet,Utilities
2025-11-27,-35.64,Water Bill,Utilities
2025-11-27,3767.79,Salary Deposit,Income
2025-11-27,-125.62,Subway,Transport
2025-11-27,3843.11,Salary Deposit,Income
2025-11-27,4673.42,Salary Deposit,Income
2025-11-27,-1325.9,Monthly Rent,Rent
2025-11-27,-168.61,Internet,Utilities
2025-11-27,3145.98,Salary Deposit,Income
2025-11-27,-1181.59,Monthly Rent,Rent
2025-11-27,-141.1,Spotify,Entertainment
2025-11-27,-19.36,Phone Bill,Utilities
2025-11-27,-80.27,Subway,Transport
2025-11-27,-106.85,Fast Food,Food
2025-11-27,2137.53,Salary Deposit,Income
2025-11-27,-27.42,Restaurant,Food
2025-11-27,-1302.29,Monthly Rent,Rent
2025-11-27,3701.16,Salary Deposit,Income
2025-11-27,-182.99,Restaurant,Food
2025-11-27,-1483.57,Monthly Rent,Rent
2025-11-27,-192.28,Concert,Entertainment
2025-11-27,-63.55,Groceries,Food
2025-11-27,4945.69,Salary Deposit,Income
2025-11-27,-60.75,Internet,Utilities
2025-11-27,-49.55,Uber,Transport
2025-11-27,-132.43,Internet,Utilities
2025-11-27,-1131.84,Monthly Rent,Rent
2025-11-27,-23.12,Electric Bill,Utilities
2025-11-27,-105.69,Netflix,Entertainment
2025-11-27,-41.48,Spotify,Entertainment
2025-11-28,-153.9,Netflix,Entertainment
2025-11-28,-131.24,Netflix,Entertainment
2025-11-28,-20.79,Coffee Shop,Food
2025-11-28,-101.7,Gas Station,Transport
2025-11-28,-1473.37,Monthly Rent,Rent
2025-11-28,-26.17,Concert,Entertainment
2025-11-28,-70.71,Electric Bill,Utilities
2025-11-28,-28.69,Restaurant,Food
2025-11-28,-1471.6,Monthly Rent,Rent
2025-11-28,-82.8,Cinema,Entertainment
2025-11-28,-74.75,Spotify,Entertainment
2025-11-28,-162.72,Electric Bill,Utilities
2025-11-28,2487.09,Salary Deposit,Income
2025-11-28,4540.96,Salary Deposit,Income
2025-11-28,-146.61,Coffee Shop,Food
2025-11-28,-660.87,Coffee Shop,Food
2025-11-28,-1261.04,Monthly Rent,Rent
2025-11-28,-141.75,Coffee Shop,Food
2025-11-28,-1031.83,Monthly Rent,Rent
2025-11-28,-1261.7,Monthly Rent,Rent
